facility_name,facility_type,latitude,longitude,huc8,river_segment,permit_status,primary_sic_code,parameter_groups,parameter_groups_available,manganese_parameter_flag,compliance_violation_flag,data_year_start,data_year_end,npdes_ids,compliance_status,cwa_compliance_status,significant_violation_flag,quarters_with_noncompliance_3y,inspection_count_5y,formal_enforcement_actions_5y,permit_type_label,facility_city,facility_state,facility_county,registry_id,active_flag,source_notes
SENECA BOUNTYLAND GRAVITY SEWER,municipal,34.6985,-82.99698,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z5LN SCR10ZBH9,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071920551,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA CREEK FORCE MAIN,industrial,34.7,-82.897222,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZELU,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,WILLIAMSBURG COUNTY,110071922926,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA DOLLAR GENERAL 25177,industrial,34.602222,-82.978611,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZC7V,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,OCONEE COUNTY,110071914280,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA FALLS SUBDIVISION,industrial,34.659,-82.96267,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE3X SCR10ZGMN,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,SENECA,SC,OCONEE COUNTY,110071916505,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA MIDDLE SCHOOL RENOVATIONS,industrial,34.677223,-82.967607,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZHVC,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071961892,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA MIDDLE SCHOOL REPLACEMENT,industrial,34.664444,-82.974167,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8Y1,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071930152,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA MILL PHASES 1-3,industrial,34.68175,-82.93307,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGP1 SCR10ZGP2,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071922629,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA MULTIFAMILY,industrial,34.68864,-82.98789,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE5P,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071922100,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA RAIL SITE ROADWAY IMPROVEMENTS,industrial,34.686897,-82.930778,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z150 SCR10Z9E9,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,SENECA,SC,OCONEE COUNTY,110071914887,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA TINY HOME COMMUNITY,industrial,34.691389,-82.880278,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF8N,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,OCONEE COUNTY,110071918810,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SENECA WATER TREATMENT PLANT,municipal,34.710174,-82.955684,03060101,Seneca,No Violation Identified,4941,[],0,0,1,2023,2026,SCG646009,No Violation Identified,No Violation Identified,0,2,2,0,Non-M,SENECA,SC,,110039518064,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SHAW INDUSTRIES GROUP INC PLANT 8T,industrial,34.766667,-82.794444,03060101,Seneca,Violation Identified,2821,[],0,0,1,2023,2026,SC0000302 SCR000021,Violation Identified,Violation Identified,0,12,6,0,"Major, Non-M",CENTRAL,SC,PICKENS COUNTY,110020516832,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SILVER RUN RESERVE PHASE 1,industrial,35.0796,-83.0611,03060101,Seneca,No Violation Identified,1521,[],0,0,0,2023,2026,NCC191524 NCC230441,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CASHIERS,NC,JACKSON COUNTY,110071916970,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SILVER SALON (WOODSON EXCHANGE LCP),industrial,34.726613,-82.571893,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBZX,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,POWDERSVILLE,SC,ANDERSON COUNTY,110071931445,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SIX AND TWENTY WWTP DECOMMISSIONING REDESIGN,municipal,34.605,-82.622778,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCWJ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071916985,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SIX MILE ELEMENTARY SCHOOL SITEWORK IMPROVEMENT,industrial,34.82031,-82.80967,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDBV,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SIX MILE,SC,PICKENS COUNTY,110071925503,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SIX MILE RETAIL,industrial,34.80568,-82.81729,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCDK,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SIX MILE,SC,PICKENS COUNTY,110071927080,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SIX MILE STORAGE,industrial,34.82731,-82.85369,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z926,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071911408,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SLC125 - PEABODY EXPANSION,industrial,34.79261,-82.66511,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJTJ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110072107428,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SLUSHER - SAPPHIRE FARM,industrial,35.084,-83.0121,03060101,Seneca,No Violation Identified,1522,[],0,0,0,2023,2026,NCC202929,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SAPPHIRE,NC,JACKSON COUNTY,110071930484,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SMYZER ROAD,industrial,34.516667,-82.834722,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8X2,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,,SC,ANDERSON COUNTY,110071931732,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"SNOW FAMILY OUTDOOR COMPLEX, MAIN GATE, GUARDHOUSE STRUCTURE",industrial,34.68297,-82.86126,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9Z8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,OCONEE COUNTY,110071921024,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SNOW REED SOFTBALL FIELD,industrial,34.684167,-82.862222,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZAYL,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071917892,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SOUTH COVE COURT IMPROVEMENTS,industrial,34.7153,-82.96249,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJ7U,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110072004228,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SOUTH GREEN HARDSCAPE ADA DESIGN,industrial,34.675833,-82.836389,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZAK1,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071918899,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SOUTHERN WEAVING COMPANY,industrial,34.8368,-82.62015,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBJH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,EASLEY,SC,PICKENS COUNTY,110002180906,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SPINX 159,industrial,34.658333,-83.0875,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE7Z,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WESTMINSTER,SC,OCONEE COUNTY,110071917516,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SPINX NO 152,industrial,34.757404,-83.045862,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9YE,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WEST UNION,SC,OCONEE COUNTY,110071910518,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SPRING RIDGE LOTS 304-383 & 384-390,industrial,34.589167,-82.687778,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9ZN SCR10ZF90 SCR10ZFDW,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071929371,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SQUARE D COMPANY SCHNEIDER ELECTRIC,industrial,34.6746,-83.01652,03060101,Seneca,No Violation Identified,3625,[],0,0,0,2023,2026,SCR001703 SCRNE0939,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071439371,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ST JUDE MEDICAL,industrial,34.79141,-82.66597,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR005180,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110038797709,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
STANDARD FUNERAL CENTER,industrial,34.53814,-82.69921,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDPW,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071923422,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
STOLL DRIVING RANGE,industrial,34.70145,-82.98885,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFNZ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071921020,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
STONEWALL TAP 44KV TRANSMISSION LINE,industrial,34.559544,-82.715412,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9S8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,BELTON,SC,ANDERSON COUNTY,110071928653,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
STOP A MINIT 34,industrial,34.68704,-82.99755,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8U1,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071923799,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
STRAWBERRY FARMS TINY HOME,industrial,34.638333,-82.968056,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFFQ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071917010,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SUNRISE PLANNED DEVELOPMENT,industrial,34.60882,-82.78957,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZC36,No Violation Identified,No Violation Identified,0,0,4,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071916145,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SUNRISE RIDGE SUBDIVISION,industrial,34.687778,-82.933333,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9QF,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071929643,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SUNSET MARINA,industrial,34.84522,-82.88216,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGHJ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SIX MILE,SC,PICKENS COUNTY,110071919593,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
SUTHERLAND RESIDENCE,industrial,35.077,-83.056,03060101,Seneca,No Violation Identified,1521,[],0,0,0,2023,2026,NCC230284,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CASHIERS,NC,JACKSON COUNTY,110071926935,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TAMASSEE DAR SCHOOL,industrial,34.88261,-83.018609,03060101,Seneca,Violation Identified,8211,[],0,0,1,2023,2026,SC0026727,Violation Identified,Violation Identified,0,12,2,0,Non-M,TAMASSEE,SC,OCONEE COUNTY,110006184681,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TAYLORMADE,industrial,34.789776,-82.661329,03060101,Seneca,Terminated Permit,,[],0,0,0,2023,2026,SCRNE0863,,Terminated Permit,0,0,1,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110071512737,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TECHNIPLAS SOUTH,industrial,34.584482,-82.807791,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR006536,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071725275,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"THE CLIFFS AT KEOWEE SPRINGS, RACKET AMENITY",industrial,34.853523,-82.869487,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z83G,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071915855,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE FALLS AT MEEHAN APARTMENTS ZONE 2,industrial,34.635,-82.781111,03060101,Seneca,Terminated Permit,,[],0,0,0,2023,2026,SCR10ZBWR,,Terminated Permit,0,0,3,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071923190,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE HAMMOCKS AT SENECA,industrial,34.7025,-83.00101,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZA27,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071913130,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE LANDING AT 620,industrial,34.571667,-82.724167,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFAG,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071922308,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE LANDING AT 620,industrial,34.57191,-82.72388,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJJB,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110072081792,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE MILL CHURCH,industrial,34.88752,-82.69563,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF7P,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PIKENS,SC,PICKENS COUNTY,110071914288,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE OAKS AT TRIPLE CREEK FARM,industrial,34.703364,-82.769855,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZC8R,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,WILLIAMSBURG COUNTY,110071927960,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE OAKS AT TRIPLE CREEK FARM II,industrial,34.701944,-82.77,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZD0Y,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,WILLIAMSBURG COUNTY,110071915019,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE PIER,industrial,34.65188,-82.86596,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE8Z,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071927703,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE PIER KICKBALL FIELD,industrial,34.645,-82.861111,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGL9,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,SENECA,SC,OCONEE COUNTY,110071928466,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE RIDGE AT BACKWATER LANDING,industrial,34.735,-82.997778,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZAQW,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,WILLIAMSBURG COUNTY,110071918643,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE SPRINGS AT CLEMSON,industrial,34.589285,-82.741599,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK7V,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PENDELTON,SC,ANDERSON COUNTY,110072133508,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE STONE PLACE,industrial,34.672137,-83.040794,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGX8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WESTMINSTER,SC,OCONEE COUNTY,110071911882,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE STREAMS AT BATTERY PARK,industrial,34.5775,-82.7075,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z80G,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071932705,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE VILLAGE AT WHITE PINE 1,industrial,34.582778,-82.710278,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9WQ SCR10ZCLY,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071923460,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THE WILDS CHRISTIAN CAMP,industrial,35.08629,-82.87124,03060101,Seneca,Violation Identified,7032,[],0,0,1,2023,2026,NC0024376,Violation Identified,Violation Identified,0,2,1,1,Non-M,BREVARD,NC,TRANSYLVANIA COUNTY,110006710764,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THESE HILLS,industrial,34.709459,-82.821708,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZHUE,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110071961323,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THOMASTON MANUFACTURING,industrial,34.85339,-82.64986,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR006884,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,EASLEY,SC,PICKENS COUNTY,110071959815,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THOMASTON MANUFACTURING,industrial,34.85339,-82.64986,03060101,Seneca,Terminated Permit,,[],0,0,0,2023,2026,SCR006249,,Terminated Permit,0,0,1,0,Non-M,EASLEY,SC,,110071202265,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THORNBURY HEIGHTS,industrial,34.54442,-82.7224,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZKG3,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110072143945,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
THORNWELL,industrial,34.684286,-83.004312,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZG67,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071928474,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TIDAL WAVE CAR WASH - PICKENS SC,industrial,34.87063,-82.69121,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9ZF,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071918243,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TIGER COVE RV PARK,industrial,34.51536,-82.78374,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBUH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071925531,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TIGER EXPRESS WASH OF SENECA,industrial,34.697557,-82.946094,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZD38,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071933210,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TIGER TAILS SITE,industrial,34.702826,-82.903444,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE3U,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071913515,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TIMBERLAND GROVE,industrial,34.58068,-82.67786,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGJ8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071920468,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TL HANNA HIGH SCHOOL PRACTICE FIELD,industrial,34.563495,-82.626503,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZER4,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071952182,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TOWN OF CENTRAL,industrial,34.71548,-82.787924,03060101,Seneca,No Violation Identified,9431,[],0,0,0,2023,2026,SCG160068,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CENTRAL,SC,,110045404120,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TOXAWAY CONCRETE,industrial,35.1175,-83.096389,03060101,Seneca,Violation Identified,3273,[],0,0,1,2023,2026,NCG140141,Violation Identified,Violation Identified,0,12,0,0,Non-M,CASHIERS,NC,SWAIN COUNTY,110007119457,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TOXAWAY FALLS DRIVE SITE,industrial,35.1201,-82.92718,03060101,Seneca,No Violation Identified,1521,[],0,0,0,2023,2026,NCC243639,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LAKE TOXAWAY,NC,TRANSYLVANIA COUNTY,110071930459,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TOXAWAY FALLS WWTP,municipal,35.137819,-82.961104,03060101,Seneca,Violation Identified,4952,[],0,0,1,2023,2026,NC0052043,Violation Identified,Violation Identified,0,12,1,0,Non-M,LEICESTER,NC,YANCEY COUNTY,110006804173,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TRACTOR SUPPLY - LIBERTY SC,industrial,34.7857,-82.70724,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJKM,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110072085550,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TRINITY BAPTIST CHURCH,industrial,34.677805,-82.955503,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE4P,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071933020,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TSC WEST UNION,industrial,34.758611,-83.045833,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZH5Y,No Violation Identified,No Violation Identified,0,0,3,0,Non-M,WEST UNION,SC,OCONEE COUNTY,110071918786,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TWO HORSE DISTILLERY LLC,industrial,34.70964,-82.99414,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCRV,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,SENECA,SC,OCONEE COUNTY,110071910655,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
TWSA WWTP #6,municipal,35.1294,-83.0667,03060101,Seneca,No Violation Identified,4952,[],0,0,0,2023,2026,NC0089532,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CASHIERS,NC,,110064786815,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
U.S WAFFLE COMPANY INC (LIBERTY PLANT),industrial,34.774348,-82.674351,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCRNE0857 SCRNE1135,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110071513506,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ULBRICH PRECISION FLAT WIRE,industrial,34.691025,-83.080185,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR003868,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,WESTMINSTER,SC,OCONEE COUNTY,110010297419,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ULBRICH PRECISION FLAT WIRE,industrial,34.691025,-83.080185,03060101,Seneca,Terminated Permit,3312,[],0,0,0,2023,2026,SCR000778,No Violation Identified,Terminated Permit,0,0,1,0,Non-M,WESTMINSTER,SC,OCONEE COUNTY,110000355017,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
UPS ANDERSON DISTRIBUTION CENTER - SCAND,industrial,34.531111,-82.686111,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR002718,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071438490,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
