facility_name,facility_type,latitude,longitude,huc8,river_segment,permit_status,primary_sic_code,parameter_groups,parameter_groups_available,manganese_parameter_flag,compliance_violation_flag,data_year_start,data_year_end,npdes_ids,compliance_status,cwa_compliance_status,significant_violation_flag,quarters_with_noncompliance_3y,inspection_count_5y,formal_enforcement_actions_5y,permit_type_label,facility_city,facility_state,facility_county,registry_id,active_flag,source_notes
102 SINGLETON STREET AND 301 STONE CIRCLE,industrial,34.667324,-82.815781,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZEA3,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071914246,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
1396 TIGER BOULEVARD LLC,industrial,34.68725,-82.81731,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZC8H,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071934202,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
2022-054 ATI SENECA,industrial,34.696944,-82.880833,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBQU,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,OCONEE COUNTY,110071912765,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
205 & 207 LIGON ST DEVELOPMENT,industrial,34.66675,-82.81972,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCKP,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071915779,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
2057 BLACK OAK DRIVE,municipal,35.11784,-82.99859,03060101,Seneca,No Violation Identified,4952,[],0,0,0,2023,2026,NCG550415,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,SAPPHIRE,NC,JACKSON COUNTY,110006804404,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
3481 SIX MILE HWY,industrial,34.778397,-82.828663,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK64,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CENTRAL;,SC,PICKENS COUNTY,110072132378,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
398 COLLEGE AVE,industrial,34.686375,-82.835708,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK4T,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110072129477,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
4105 LIBERTY HIGHWAY LLC,industrial,34.690439,-82.988948,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8UP,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,SENECA,SC,OCONEE COUNTY,110071926478,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
412 COLLEGE AVENUE MIXED USE,industrial,34.68752,-82.83549,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF7S,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071925736,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"42769- ANDERSON, SC",industrial,34.577,-82.7142,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJ6S,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ABBEVILLE COUNTY,110072002458,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
5.0 MG GROUND STORAGE TANK,industrial,34.580328,-82.720521,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFYH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071922262,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
508 TARRANT ST.,industrial,34.72527,-82.77388,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCY3,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110071930839,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
51 TECHNOLOGY SITE GRADING,industrial,34.58646,-82.81391,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK5A,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110072134278,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
6-INCH WATERLINE REPLACEMENT TO SERVE THE ONS SITE,industrial,34.790556,-82.892222,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZD9C,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,OCONEE COUNTY,110071912328,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"804 S MECHANIC STREET LOTS 4A-4D, 5A-5D, & 6A-6D",industrial,34.662652,-82.79225,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZENY,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071913495,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
804 S MECHANICS ST,industrial,34.662652,-82.79225,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZA9B,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071934337,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
83 CAREFREE CIRCLE,municipal,35.11329,-83.05101,03060101,Seneca,No Violation Identified,4952,[],0,0,0,2023,2026,NCG551100,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,SAPPHIRE,NC,JACKSON COUNTY,110009846701,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ABSOLUTE CLIMATE STORAGE,industrial,34.56382,-82.70388,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGC4,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071921374,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ACCESS RAMP AT WITTY ADKINS WATER TREATMENT PLANT,municipal,34.83053,-82.86224,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCNM,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071926292,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ACCU PAD INCORPORATED,industrial,34.59699,-82.66518,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCRNE1108,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071949502,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ADAMS - ANDERSON,industrial,34.549461,-82.709042,03060101,Seneca,Terminated Permit,,[],0,0,0,2023,2026,SCR005392,,Terminated Permit,0,0,1,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071438236,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"ADKINS 60"" POTABLE WATER TRANSMISSION MAIN",industrial,34.829722,-82.860556,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE3R,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SIX MILE,SC,PICKENS COUNTY,110071917031,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ADVANCE AUTO PARTS - PENDLETON,industrial,34.623056,-82.778333,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDQV,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071919670,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
AIRY SPRINGS,industrial,34.721667,-83.056389,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZAY0,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,WILLIAMSBURG COUNTY,110071910787,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ALICE MANUFACTURING ELLJEAN,industrial,34.85695,-82.64354,03060101,Seneca,No Violation Identified,2211,[],0,0,0,2023,2026,SC0000370 SCG570028,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,EASLEY,SC,PICKENS COUNTY,110001667722,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ALPINE HEIGHTS SUBDIVISION,industrial,34.548889,-82.740278,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF41,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071919854,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ALYS MILL,industrial,34.84419,-82.64201,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZD3L,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071917467,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
AMERIBULK TRANSPORT LLC,industrial,34.58531,-82.71058,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR006643,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071952120,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
AMERICAN HOUSE SPINNING,industrial,34.720833,-82.793055,03060101,Seneca,Failure to Report DMR - Not Received,2221,[],0,0,1,2023,2026,SC0000132 SCG570001,Significant Violation,Failure to Report DMR - Not Received,1,11,0,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110002178688,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
AMERICAN HOUSE SPINNING 44KV TAP REMOVAL,industrial,34.71357,-82.79101,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZEK5,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071917605,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANDERSON CIVIC CENTER TRAIL,industrial,34.54044,-82.68422,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZAY4,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071928059,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANDERSON CO WW MGMNT/ 6 & 20,municipal,34.615,-82.642222,03060101,Seneca,Violation Identified,4952,[],0,0,1,2023,2026,SC0040193,Violation Identified,Violation Identified,0,10,4,1,Non-M,ANDERSON,SC,ANDERSON COUNTY,110017205077,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANDERSON COUNTY CIVIC CENTER STORAGE BUILDING,municipal,34.536751,-82.678478,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZKFB,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110072143260,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANDERSON DOLLAR GENERAL,industrial,34.51686,-82.74196,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK0F,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110072112981,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANDERSON GAS EXPRESS,industrial,34.544444,-82.7,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9K9 SCR10ZBY9,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071912625,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANDERSON OCONEE BEHAVIORAL HEALTH SERVICES- SENECA,industrial,34.689167,-82.944444,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE15,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071918543,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANDERSON QSR,industrial,34.5775,-82.713889,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFYJ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071914821,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANMED CENTRAL,industrial,34.71679,-82.78794,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z7M3,No Violation Identified,No Violation Identified,0,0,3,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110071923034,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ANMED CENTRAL CLEMSON,industrial,34.701229,-82.753905,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJ7Q,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110072001215,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ARABELLA FARM EVENT BARN,industrial,34.962599,-82.831545,03060101,Seneca,Terminated Permit,,[],0,0,0,2023,2026,SCR10Z5UN,,Terminated Permit,0,0,1,0,Non-M,SUNSET,SC,PICKENS COUNTY,110071912430,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ARCHERY CLUB,industrial,34.76993,-82.8293,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCBL,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,PICKENS COUNTY,110071912813,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ARIAL SQUARE @ THE DOODLE,industrial,34.84246,-82.63582,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFS3,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071925796,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ARMSTRONG MEADOWS,industrial,34.663466,-83.030542,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJK9,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110072081597,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ARROWHEAD POINT,industrial,34.789444,-82.927222,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBBM,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071929579,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ARTHREX MANUFACTURING CAMPUS PHASE 2,industrial,34.593815,-82.743484,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z7NN SCRNE0963,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110070595546,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ASBURY PARK,industrial,34.546776,-82.780799,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z87M,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071917806,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ASD4 NEW PENDLETON HIGH SCHOOL,industrial,34.608333,-82.8125,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZESB,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071931410,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ASHLEY WOODS LOT 32 & 33,industrial,34.726944,-82.573611,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZANV SCR10ZDB5,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,EASLEY,SC,ANDERSON COUNTY,110071914598,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ASHMORE BROTHERS INC - ANDERSON PLT #2,industrial,34.5353,-82.68793,03060101,Seneca,No Violation Identified,2951,[],0,0,0,2023,2026,SCR005678,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110008551584,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ASHTON POINT APARTMENTS,industrial,34.55372,-82.68744,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBAD,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071925346,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ASSOCIATED FUEL PUMP SYSTEMS CORPORATION,industrial,34.62162,-82.63378,03060101,Seneca,Terminated Permit,3714,[],0,0,0,2023,2026,SCR002969,No Violation Identified,Terminated Permit,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110000354358,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
AUTUMN MILL SUBDIVISION,industrial,34.675,-82.952222,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZHJG,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071951895,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BAD CREEK DRY HOUSE SPOILS,industrial,35.0116,-83.00365,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZE94 SCR10ZK13,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SALEM,SC,OCONEE COUNTY,110071914359,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BARTLET'S RECYCLING,industrial,34.830606,-82.643106,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR004956,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,EASLEY,SC,PICKENS COUNTY,110071437468,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BASF METALS LLC,industrial,34.650437,-82.956115,03060101,Seneca,No Violation Identified,3341,[],0,0,1,2023,2026,SCR000086 SCR005074 SCR006566 SCR10ZAEG SCR10ZEN5,Violation,No Violation Identified,0,4,12,2,Non-M,SENECA,SC,OCONEE COUNTY,110000354893,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BAXTER EXP3,industrial,34.701765,-83.053123,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJXF,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WESTMINSTER,SC,OCONEE COUNTY,110072106146,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BAXTER MANUFACTURING,industrial,34.702899,-83.052986,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR006213,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,OCONEE,SC,,110071204017,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BEE WELL LAND IMPROVEMENTS,industrial,34.879969,-82.720594,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZG05,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071927002,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BEECH GLEN EAST & WEST,industrial,34.55485,-82.67349,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGER,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071930799,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BELLA VISTA DENTAL,industrial,34.72651,-82.57189,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGXH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,POWDERSVILLE,SC,ANDERSON COUNTY,110071913194,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BELTLINE OFFICE PARK,industrial,34.54774,-82.6767,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZD28,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071925545,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BELVEDERE PHASE II,industrial,34.615556,-82.790833,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF55,No Violation Identified,No Violation Identified,0,0,6,0,Non-M,PENDLETON,SC,ANDERSON COUNTY,110071921299,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BIG DOG SITE - GRAVITY SEWER EXTENSION,municipal,34.75156,-82.71095,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZG12,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110071911055,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BIO-RESEARCH SECTOR UTILITY IMPROVEMENTS,municipal,34.671424,-82.834775,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF7R,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071923505,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BISCUITVILLE,industrial,34.53326,-82.66478,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGLV,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071922281,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BLUE RIDGE BANK - PICKENS SC,industrial,34.896111,-82.71,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFLP,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CITY OF PICKENS,SC,PICKENS COUNTY,110071930624,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BLUE RIDGE DOG DAYCARE,industrial,34.69892,-82.982685,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJG9,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110072081716,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BLUE RIDGE ORTHOPEDICS ANDERSON,industrial,34.59249,-82.62035,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZHBA,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071947037,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BLUE RIDGE SELF-STORAGE FACILITY EXPANSION,industrial,34.704632,-82.98933,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFS1,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071919435,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BORG WARNER SENECA - 320 SHILOH ROAD,industrial,34.686897,-82.930778,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR006989,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110071963203,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BORG WARNER TORQ TRANSFER SYSTEMS,industrial,34.664996,-82.978051,03060101,Seneca,Terminated Permit,3949,[],0,0,0,2023,2026,SCR10Z6A6,No Violation Identified,Terminated Permit,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110000354866,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BORGWARNER SENECA - 200 BORG RD,industrial,34.684876,-82.993506,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCRNE0979,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,SENECA,SC,OCONEE COUNTY,110071512326,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BREC POLE YARD ACCESS DRIVE,industrial,34.88,-82.714444,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8VW,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,PICKENS,SC,PICKENS COUNTY,110071922279,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BROWN HAVEN HOMES,industrial,34.702576,-82.90835,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFC3,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,OCONEE COUNTY,110071922780,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
BURLINGAME COUNTRY CLUB GOLF COURSE RENOVATION,industrial,35.10545,-82.97994,03060101,Seneca,No Violation Identified,1542,[],0,0,0,2023,2026,NCC241970,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SAPPHIRE,NC,TRANSYLVANIA COUNTY,110071916650,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
C & S RECYCLING,industrial,34.76697,-82.74333,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR007018,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110072107042,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CAFE RACER,industrial,34.69057,-82.83119,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGLF,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CLEMSON,SC,PICKENS COUNTY,110071927903,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CALIBER CREEK APARTMENTS,industrial,34.672273,-82.949734,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK6E,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110072133411,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CANCER INSTITUTE,industrial,34.694194,-82.983493,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9UX,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,SENECA,SC,OCONEE COUNTY,110017095454,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CANNON MEMORIAL BAPTIST CHURCH,industrial,34.72364,-82.7781,03060101,Seneca,Violation Identified,,[],0,0,1,2023,2026,SCR10ZJE7,Violation Identified,Violation Identified,0,1,2,0,Non-M,CENTRAL,SC,PICKENS COUNTY,110072072538,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CANNON RIDGE,industrial,34.81831,-82.711205,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBHD,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LIBERTY,SC,PICKENS COUNTY,110071928786,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CANTERBURY SUBDIVISION,industrial,34.54944,-82.66048,03060101,Seneca,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZH9E,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071918432,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
